uniqueId,fullName,courseName,department,number,creditHours,status,isReserved,instructionMode,instructors,schedule,flags,core,url,registerURL,description,semester,scrapedAt
"415","ARI 350R DRAWING IN SPACE","DRAWING IN SPACE","ARI","350R","3","CANCELLED","false","In Person","[{""fullName"":""SIDDIQUI, IGOR P"",""firstName"":""IGOR"",""lastName"":""SIDDIQUI"",""middleInitial"":""P""}]","[{""days"":""W"",""hours"":""6:00 p.m.-9:00 p.m."",""location"":""GOL 2.110""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00415/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967217265"
"420","ARI 350R INTERIOR FABRICATIONS","INTERIOR FABRICATIONS","ARI","350R","3","OPEN","true","In Person","[{""fullName"":""BRAVO, RIA"",""firstName"":""RIA"",""lastName"":""BRAVO""}]","[{""days"":""T"",""hours"":""5:00 p.m.-8:00 p.m."",""location"":""WMB 5.102""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00420/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967217265"
"425","ARI 350R 1-DESIGN FIRM LEADERSHIP","1-DESIGN FIRM LEADERSHIP","ARI","350R","3","OPEN","true","In Person","[{""fullName"":""JENNINGS, RICHARD WAYNE"",""firstName"":""RICHARD"",""lastName"":""JENNINGS"",""middleInitial"":""WAYNE""}]","[{""days"":""T"",""hours"":""2:00 p.m.-5:00 p.m."",""location"":""SUT 2.110""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00425/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967217266"
"430","ARI 560R ADV DESIGN STUDIO","ADV DESIGN STUDIO","ARI","560R","5","CANCELLED","false","In Person","[]","[{""days"":""MW"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":"" ""},{""days"":""F"",""hours"":""1:30 p.m.-3:30 p.m."",""location"":"" ""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00430/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967217266"
"435","ARI 560R ADV DESIGN STUDIO","ADV DESIGN STUDIO","ARI","560R","5","CLOSED","false","In Person","[{""fullName"":""HEEREN, ASHLEY"",""firstName"":""ASHLEY"",""lastName"":""HEEREN""}]","[{""days"":""MW"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":""GOL 3.124""},{""days"":""F"",""hours"":""1:30 p.m.-3:30 p.m."",""location"":""GOL 3.124""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00435/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967217266"
"440","ARI 560R ADV DESIGN STUDIO","ADV DESIGN STUDIO","ARI","560R","5","CLOSED","false","In Person","[{""fullName"":""TURSACK, HANS P"",""firstName"":""HANS"",""lastName"":""TURSACK"",""middleInitial"":""P""}]","[{""days"":""MW"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":""GOL 3.124""},{""days"":""F"",""hours"":""1:30 p.m.-3:30 p.m."",""location"":""GOL 3.124""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00440/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967217266"
"445","ARI 368R INTERIOR DESIGN HISTORY II","INTERIOR DESIGN HISTORY II","ARI","368R","3","OPEN","true","In Person","[{""fullName"":""HUGHES, KATHERINE"",""firstName"":""KATHERINE"",""lastName"":""HUGHES""}]","[{""days"":""TTH"",""hours"":""9:30 a.m.-11:00 a.m."",""location"":""SUT 2.114""}]","[]","[""Communication""]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00445/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967217266"
"450","ARI 279 INTERIOR DESIGN RESEARCH","INTERIOR DESIGN RESEARCH","ARI","279","2","CANCELLED","false","In Person","[]","[]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00450/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967217266"
"775","ARC 221K VISUAL COMMUNICATION III","VISUAL COMMUNICATION III","ARC","221K","2","OPEN","true","In Person","[{""fullName"":""SMITH, MARLA"",""firstName"":""MARLA"",""lastName"":""SMITH""},{""fullName"":""NAVASAITYTE, RASA"",""firstName"":""RASA"",""lastName"":""NAVASAITYTE""},{""fullName"":""MCCOY, PAUL GERMAINE"",""firstName"":""PAUL"",""lastName"":""MCCOY"",""middleInitial"":""GERMAINE""}]","[{""days"":""TTH"",""hours"":""2:00 p.m.-2:30 p.m."",""location"":""WMB 5.114""},{""days"":""TTH"",""hours"":""2:30 p.m.-5:00 p.m."",""location"":""WMB 5.112""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00775/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215841"
"780","ARC 221K VISUAL COMMUNICATION III","VISUAL COMMUNICATION III","ARC","221K","2","OPEN","true","In Person","[{""fullName"":""SMITH, MARLA"",""firstName"":""MARLA"",""lastName"":""SMITH""},{""fullName"":""NAVASAITYTE, RASA"",""firstName"":""RASA"",""lastName"":""NAVASAITYTE""},{""fullName"":""MCCOY, PAUL GERMAINE"",""firstName"":""PAUL"",""lastName"":""MCCOY"",""middleInitial"":""GERMAINE""}]","[{""days"":""TTH"",""hours"":""2:00 p.m.-2:30 p.m."",""location"":""WMB 5.114""},{""days"":""TTH"",""hours"":""2:30 p.m.-5:00 p.m."",""location"":""WMB 5.114""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00780/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215841"
"785","ARC 323D DESIGN III INTERMEDIATE STUDIO","DESIGN III INTERMEDIATE STUDIO","ARC","323D","3","CANCELLED","false","In Person","[]","[{""days"":""MW"",""hours"":""1:30 p.m.-6:00 p.m."",""location"":"" ""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00785/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215841"
"790","ARC 323D DESIGN III INTERMEDIATE STUDIO","DESIGN III INTERMEDIATE STUDIO","ARC","323D","3","OPEN","true","In Person","[{""fullName"":""BLANCO, CARLOS H"",""firstName"":""CARLOS"",""lastName"":""BLANCO"",""middleInitial"":""H""}]","[{""days"":""MW"",""hours"":""1:30 p.m.-6:00 p.m."",""location"":""SUT 4.102""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00790/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215841"
"795","ARC 323D DESIGN III INTERMEDIATE STUDIO","DESIGN III INTERMEDIATE STUDIO","ARC","323D","3","CLOSED","false","In Person","[{""fullName"":""JAESCHKE, ALEKSANDRA"",""firstName"":""ALEKSANDRA"",""lastName"":""JAESCHKE""}]","[{""days"":""MW"",""hours"":""1:30 p.m.-6:00 p.m."",""location"":""SUT 4.106""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00795/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"800","ARC 323D DESIGN III INTERMEDIATE STUDIO","DESIGN III INTERMEDIATE STUDIO","ARC","323D","3","CLOSED","false","In Person","[{""fullName"":""MIRO, JUAN"",""firstName"":""JUAN"",""lastName"":""MIRO""}]","[{""days"":""MW"",""hours"":""1:30 p.m.-6:00 p.m."",""location"":""SUT 4.102""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00800/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"805","ARC 323D DESIGN III INTERMEDIATE STUDIO","DESIGN III INTERMEDIATE STUDIO","ARC","323D","3","OPEN","true","In Person","[{""fullName"":""SNYDER, VINCENT L"",""firstName"":""VINCENT"",""lastName"":""SNYDER"",""middleInitial"":""L""}]","[{""days"":""MW"",""hours"":""1:30 p.m.-6:00 p.m."",""location"":""SUT 4.124""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00805/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"810","ARC 323D DESIGN III INTERMEDIATE STUDIO","DESIGN III INTERMEDIATE STUDIO","ARC","323D","3","CLOSED","false","In Person","[{""fullName"":""BLOOD, JOHN P"",""firstName"":""JOHN"",""lastName"":""BLOOD"",""middleInitial"":""P""}]","[{""days"":""MW"",""hours"":""1:30 p.m.-6:00 p.m."",""location"":""SUT 4.124""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00810/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"815","ARC 523F DESIGN V INTERMEDIATE STUDIO","DESIGN V INTERMEDIATE STUDIO","ARC","523F","5","CANCELLED","false","In Person","[]","[{""days"":""MWF"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":"" ""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00815/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"820","ARC 523F DESIGN V INTERMEDIATE STUDIO","DESIGN V INTERMEDIATE STUDIO","ARC","523F","5","CLOSED","false","In Person","[{""fullName"":""BAKO, ANDREW E"",""firstName"":""ANDREW"",""lastName"":""BAKO"",""middleInitial"":""E""}]","[{""days"":""MWF"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":""SUT 2.132""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00820/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"825","ARC 523F DESIGN V INTERMEDIATE STUDIO","DESIGN V INTERMEDIATE STUDIO","ARC","523F","5","CLOSED","false","In Person","[{""fullName"":""KOEHLER, DANIEL"",""firstName"":""DANIEL"",""lastName"":""KOEHLER""}]","[{""days"":""MWF"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":""SUT 2.102""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00825/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"830","ARC 523F DESIGN V INTERMEDIATE STUDIO","DESIGN V INTERMEDIATE STUDIO","ARC","523F","5","CLOSED","false","In Person","[{""fullName"":""ALMY, DEAN J"",""firstName"":""DEAN"",""lastName"":""ALMY"",""middleInitial"":""J""}]","[{""days"":""MWF"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":""SUT 3.142""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00830/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"835","ARC 523F DESIGN V INTERMEDIATE STUDIO","DESIGN V INTERMEDIATE STUDIO","ARC","523F","5","CLOSED","false","In Person","[{""fullName"":""HASBROUCK, HOPE"",""firstName"":""HOPE"",""lastName"":""HASBROUCK""}]","[{""days"":""MWF"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":""SUT 3.108""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00835/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"840","ARC 523F DESIGN V INTERMEDIATE STUDIO","DESIGN V INTERMEDIATE STUDIO","ARC","523F","5","CLOSED","false","In Person","[{""fullName"":""BRISCOE, DANELLE IRENE"",""firstName"":""DANELLE"",""lastName"":""BRISCOE"",""middleInitial"":""IRENE""}]","[{""days"":""MWF"",""hours"":""1:30 p.m.-5:30 p.m."",""location"":""SUT 3.140""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00840/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"845","ARC 326R ARCH CONSERVATN: LAB METHDS","ARCH CONSERVATN: LAB METHDS","ARC","326R","3","OPEN","true","In Person","[{""fullName"":""NUCKELS, IZABELLA ZSUZSAN"",""firstName"":""IZABELLA"",""lastName"":""NUCKELS"",""middleInitial"":""ZSUZSAN""}]","[{""days"":""F"",""hours"":""9:00 a.m.-12:00 p.m."",""location"":""WMB 6.126""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00845/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"850","ARC 326R PRESERVTN: DESGN BETTER FUTURE","PRESERVTN: DESGN BETTER FUTURE","ARC","326R","3","CANCELLED","false","In Person","[{""fullName"":""MUMFORD-RUSSELL, ELLIS MI"",""firstName"":""ELLIS"",""lastName"":""MUMFORD-RUSSELL"",""middleInitial"":""MI""}]","[{""days"":""F"",""hours"":""9:00 a.m.-12:00 p.m."",""location"":""WMB 4.118""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00850/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"855","ARC 327C URBAN DESIGN HIST/THEORY/CRIT","URBAN DESIGN HIST/THEORY/CRIT","ARC","327C","3","OPEN","true","In Person","[{""fullName"":""ALMY, DEAN J"",""firstName"":""DEAN"",""lastName"":""ALMY"",""middleInitial"":""J""}]","[{""days"":""TTH"",""hours"":""12:30 p.m.-2:00 p.m."",""location"":""WMB 5.114""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00855/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"860","ARC 327G REGENERATIVE ARCHITECTURE","REGENERATIVE ARCHITECTURE","ARC","327G","3","OPEN","true","In Person","[{""fullName"":""GARRISON, MICHAEL L"",""firstName"":""MICHAEL"",""lastName"":""GARRISON"",""middleInitial"":""L""}]","[{""days"":""TTH"",""hours"":""2:00 p.m.-3:30 p.m."",""location"":""GOL 3.120""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00860/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"865","ARC 327R EXPANSIVE PRACTICES OF CARE","EXPANSIVE PRACTICES OF CARE","ARC","327R","3","CLOSED","false","In Person","[{""fullName"":""SALCEDO ORTIZ, JUANA"",""firstName"":""JUANA"",""lastName"":""SALCEDO ORTIZ""}]","[{""days"":""W"",""hours"":""9:00 a.m.-12:00 p.m."",""location"":""SUT 2.110""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00865/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"870","ARC 327R GRAPHIC DOCUMENTATION","GRAPHIC DOCUMENTATION","ARC","327R","3","OPEN","true","In Person","[{""fullName"":""SCOTT, DANIEL C"",""firstName"":""DANIEL"",""lastName"":""SCOTT"",""middleInitial"":""C""}]","[{""days"":""TH"",""hours"":""5:15 p.m.-8:15 p.m."",""location"":""SUT 2.114""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00870/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"875","ARC 327R LEARNING FROM PLACES","LEARNING FROM PLACES","ARC","327R","3","OPEN","true","In Person","[{""fullName"":""KYRIAKOU, KYRIAKOS"",""firstName"":""KYRIAKOS"",""lastName"":""KYRIAKOU""}]","[{""days"":""W"",""hours"":""6:00 p.m.-9:00 p.m."",""location"":""SUT 2.110""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00875/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"878","ARC 327R THEORY: METAPHOR/MEANING/MAGIC","THEORY: METAPHOR/MEANING/MAGIC","ARC","327R","3","CANCELLED","false","In Person","[{""fullName"":""BENEDIKT, MICHAEL L"",""firstName"":""MICHAEL"",""lastName"":""BENEDIKT"",""middleInitial"":""L""}]","[{""days"":""W"",""hours"":""9:00 a.m.-12:00 p.m."",""location"":""WMB 4.118""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00878/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"879","ARC 327R RECYCLING REALITY","RECYCLING REALITY","ARC","327R","3","OPEN","true","In Person","[{""fullName"":""BAKO, ANDREW E"",""firstName"":""ANDREW"",""lastName"":""BAKO"",""middleInitial"":""E""}]","[{""days"":""TTH"",""hours"":""12:30 p.m.-2:00 p.m."",""location"":""SUT 2.114""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00879/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"880","ARC 327R 5-DESIGN FIRM LEADERSHIP","5-DESIGN FIRM LEADERSHIP","ARC","327R","3","CLOSED","false","In Person","[{""fullName"":""JENNINGS, RICHARD WAYNE"",""firstName"":""RICHARD"",""lastName"":""JENNINGS"",""middleInitial"":""WAYNE""}]","[{""days"":""T"",""hours"":""2:00 p.m.-5:00 p.m."",""location"":""SUT 2.110""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00880/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"885","ARC 327R 10-ENERGY MODELING/DSGN PROC","10-ENERGY MODELING/DSGN PROC","ARC","327R","3","OPEN","true","In Person","[{""fullName"":""WHITSETT, DASON M"",""firstName"":""DASON"",""lastName"":""WHITSETT"",""middleInitial"":""M""}]","[{""days"":""M"",""hours"":""7:00 p.m.-10:00 p.m."",""location"":""WMB 5.112""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00885/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"890","ARC 327R 12-LIGHT/SUSTAINABLE DESIGN","12-LIGHT/SUSTAINABLE DESIGN","ARC","327R","3","CLOSED","false","In Person","[{""fullName"":""FAJKUS, MATT"",""firstName"":""MATT"",""lastName"":""FAJKUS""}]","[{""days"":""F"",""hours"":""9:00 a.m.-12:00 p.m."",""location"":""WMB 5.112""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00890/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"894","ARC 327R 25-ARCHITECTURE COMPUTATION","25-ARCHITECTURE COMPUTATION","ARC","327R","3","CLOSED","false","In Person","[{""fullName"":""KOEHLER, DANIEL"",""firstName"":""DANIEL"",""lastName"":""KOEHLER""}]","[{""days"":""F"",""hours"":""9:00 a.m.-12:00 p.m."",""location"":""WMB 5.102""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00894/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"895","ARC 327R 30-BUILDING MATTERS","30-BUILDING MATTERS","ARC","327R","3","CLOSED","false","In Person","[{""fullName"":""ALTER, KEVIN S"",""firstName"":""KEVIN"",""lastName"":""ALTER"",""middleInitial"":""S""}]","[{""days"":""TH"",""hours"":""2:00 p.m.-5:00 p.m."",""location"":""WMB 6.126""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00895/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"900","ARC 327R 31-SPATIAL STORIES","31-SPATIAL STORIES","ARC","327R","3","CANCELLED","false","In Person","[{""fullName"":""WIEDEMANN, NICHOLE"",""firstName"":""NICHOLE"",""lastName"":""WIEDEMANN""}]","[{""days"":""F"",""hours"":""9:00 a.m.-12:00 p.m."",""location"":""SUT 2.110""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00900/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"905","ARC 328D ADVANCED DRAWING","ADVANCED DRAWING","ARC","328D","3","CLOSED","false","In Person","[{""fullName"":""BLOOD, JOHN P"",""firstName"":""JOHN"",""lastName"":""BLOOD"",""middleInitial"":""P""}]","[{""days"":""M"",""hours"":""6:00 p.m.-9:00 p.m."",""location"":""GOL 2.110""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00905/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"910","ARC 328R DRAWING IN SPACE","DRAWING IN SPACE","ARC","328R","3","CANCELLED","false","In Person","[{""fullName"":""SIDDIQUI, IGOR P"",""firstName"":""IGOR"",""lastName"":""SIDDIQUI"",""middleInitial"":""P""}]","[{""days"":""W"",""hours"":""6:00 p.m.-9:00 p.m."",""location"":""GOL 2.110""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00910/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"915","ARC 328W WOOD DESIGN","WOOD DESIGN","ARC","328W","3","CLOSED","false","In Person","[{""fullName"":""MACEK, MARK"",""firstName"":""MARK"",""lastName"":""MACEK""}]","[{""days"":""TTH"",""hours"":""2:30 p.m.-5:30 p.m."",""location"":""SUT 3.108""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00915/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215842"
"920","ARC 334K ENVIRONMENTAL CONTROLS I","ENVIRONMENTAL CONTROLS I","ARC","334K","3","CLOSED","false","In Person","[{""fullName"":""PYREK, ADAM ALEKSANDER"",""firstName"":""ADAM"",""lastName"":""PYREK"",""middleInitial"":""ALEKSANDER""},{""fullName"":""SIMON, KEITH"",""firstName"":""KEITH"",""lastName"":""SIMON""}]","[{""days"":""TTH"",""hours"":""3:30 p.m.-5:00 p.m."",""location"":""GOL 3.120""},{""days"":""F"",""hours"":""9:00 a.m.-12:00 p.m."",""location"":""SUT 2.112""}]","[]","[]","https://utdirect.utexas.edu/apps/registrar/course_schedule/20259/00920/","undefined","[]","{""year"":2025,""season"":""Fall"",""code"":""20259""}","1768967215843"
